claim,claim_id,label
vitamin D supplements can prevent coronavirus,UL004553,unproven
"Another 2,034 coronavirus cases were reported in North Carolina on Friday, the second straight day the state has topped 2,000 new cases.",UL004554,unproven
COVID-19: The immune system can fight back,UL004555,unproven
"A small number of pets worldwide, including cats and dogs, have been reported to be infected with the virus that causes COVID-19",UL004556,unproven
"If needed, you may be given treatment to boost your immune system. For instance, lab-made antibodies can be given as an IV infusion so you have enough to fight infection. Reduce Your Risk for COVID-19",UL004558,unproven
COVID-19 come the Wuhan wet market that was initially blamed for the outbreak.,UL004559,refutes
"Fat-soluble vitamins, such as vitamin A and D, can be quite toxic at high doses, but vitamin C is reasonably safe as it is easily excreted",UL004560,unproven
"camostat mesylate is a drug that may work to combat COVID-19, the disease caused by the SARS-CoV-2 coronavirus.",UL004561,unproven
"SARS-CoV-2 can use neuropilin-1, which is strongly expressed by endothelial cells and epithelial cells facing the nasal cavity",UL004562,unproven
"cytokine storm"" play a major role in more severe COVID-19 outcomes",UL004563,unproven
"Drinking hot ginger tea, with or without these additional ingredients, will prevent COVID-19",UL004564,unproven
Young people are infecting older family members with coronavirus in multigenerational homes,UL004566,unproven
"Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) is a viral infection that causes COVID-19. Symptoms can affect the airways and lungs, although this may vary from person to person.",UL004567,unproven
"Dietary supplements containing micronutrients and vitamins C and D are a safe, low-cost, and effective way of helping the immune system fight off COVID-19 other acute respiratory",UL004568,unproven
snow kills coronavirus 2019.,UL004569,unproven
"There is a simple way to boost your immune system and reduce your risk of respiratory illnesses, the flu, and COVID-19. Get enough sleep.",UL004570,unproven
Vitamin D might lower the risk of viral respiratory tract infections like COVID-19,UL004571,supports
We know you have had questions about taking ibuprofen to treat COVID-19 symptoms and may have wondered if ibuprofen can make COVID-19 or other respiratory illnesses worse,UL004572,unproven
"If you have chronic liver disease, your risk of being seriously ill with COVID-19 may be higher because you may have a weakened immune system.",UL004573,unproven
obesity is the most common risk factor for severe illness from COVID-19 with over 30% of the population affected. Obesity causes several health issues that predispose people to complications.,UL004574,unproven
"While the influenza A virus only survived for about 1.8 hours on skin, COVID-19 lived on for about 9 hours",UL004575,unproven
"While some children and infants have been sick with COVID-19, adults make up most of the known cases to date.",UL004578,unproven
"Masks should NOT be worn by children younger than two, people who have trouble breathing, or people who cannot remove the mask without assistance",UL004579,unproven
"In patients with both COVID-19 and cancer, immunotherapy might increase the immune system response, which could already be overactive because of the COVID-19 infection.",UL004580,unproven
"Some people with certain medical conditions, such as kidney problems, cannot safely take vitamin D.",UL004581,unproven
"Viruses, like the novel coronavirus, may also aggravate preexisting diabetic systems leading to added challenges managing blood sugar levels and worse outcomes.",UL004582,unproven
Hospitalization rates and deaths among Black Americans for COVID-19 are significantly higher than for their white peers,UL004583,unproven
if you get flu shots you will not get flu and covid-19,UL004584,unproven
Common Steroid Could Be Cheap and Effective Treatment for Severe COVID-19.,UL004586,unproven
Antibodies made in the lab show some promise for treating COVID-19,UL004587,unproven
acetaminophen can stop the new coronavirus,UL004588,unproven
"The novel coronavirus is a zoonotic disease, meaning an infection that can jump between different species",UL004589,unproven
"oronavirus infections requiring hospitalization are not only possible in younger adults, but the rate of these cases is higher now that the virus is spreading across other countries.",UL004590,unproven
"Although to date it is considered that Covid19 originates from bats (96.2% overall genome sequence identity) (1), the type of intermediate animals that caused the transmission to humans remains unknown (2-4)",UL004591,unproven
"From surgical-style disposable masks to washable cotton face coverings to coveted N95 masks, there has been a run on face masks of all kinds since news of the pandemic spread.",UL004593,unproven
A combination of two existing drugs is highly effective against SARS-CoV-2 in cell cultures.,UL004594,refutes
alcohol does not protect against infection or illness relating to COVID-19.,UL004595,unproven
"Masks include the ones that are made at home (typically cloth masks, made out of T-shirts and the like) as well as other non-medical and non-N95 masks are effective in limiting the spread of covid-19",UL004596,unproven
"taking medication to lower fever, such as paracetamol (Tylenol) and ibuprofen (Advil), should be avoided when sick with the new coronavirus",UL004597,unproven
"coronavirus can not survive for up to 1 hours on plastic, and surface or fomite (contaminated surface) transmission is 'unlikely'.",UL004598,unproven
cancer patients are highly vulnerable to COVID-19.,UL004599,unproven
IL-17A helps trigger immune system response during early infection and INF-g combats replication of the virus. Higher levels of the two molecules may be associated with better outcomes in COVID-19 patients,UL004600,unproven
People infected with the coronavirus carry immune cells known as T cells that help the body fight off the infection,UL004601,unproven
"both in the U.S. and globally, that social distancing policies led to a decrease in community mobility.",UL004602,unproven
Cause of Death in Critically Ill COVID-19 Patients,UL004603,unproven
"Nine U.S. states have reported record increases in COVID-19 cases over the last seven days, mostly in the upper Midwest and West where chilly weather is forcing more activities indoors.",UL004605,unproven
"Coronavirus quarantines like the ones in China are likely not feasible in the U.S., according to a top health official.",UL004606,unproven
"In patients with both COVID-19 and cancer, immunotherapy might increase the immune system response, which could already be overactive because of the COVID-19 infection.",UL004607,unproven
"In a disturbing parallel to H.I.V., the coronavirus can cause a depletion of important immune cells",UL004608,unproven
"In fact, there is no scientific evidence that any supplement-vitamin C, vitamin D, prebiotics, or probiotics-can help prevent or speed recovery from COVID-19",UL004609,unproven
cancer patients are highly vulnerable to COVID-19.,UL004610,unproven
The Coronavirus Patients Betrayed by Their Own Immune Systems.,UL004613,unproven
cold weather and snow prevent the coronavirus disease,UL004614,unproven
"In many of the sickest patients with COVID-19, it seems the worst damage may be driven by a deranged immune response to the infection, called a cytokine storm, rather than the virus itself.",UL004615,unproven
immune system response varies between patients,UL004616,unproven
"If you're having breathing problems, get emergency medical care. Since COVID-19 is a viral infection, antibiotics can't treat it, and currently there's no cure.",UL004617,unproven
"Some COVID-19 Patients' Immune Systems Turn Deadly The immune system is there to help us fight infection, but sometimes it wreaks more havoc than the disease itself.",UL004618,unproven
A weaker immune system is one reason people with high blood pressure and other health problems are at higher risk for coronavirus.,UL004619,unproven
"camostat mesylate is a drug that may work to combat COVID-19, the disease caused by the SARS-CoV-2 coronavirus.",UL004621,unproven
Some cancer treatments such as chemotherapy can weaken your immune system (cause you to be immunocompromised) and may increase your risk for severe illness from COVID-19.,UL004622,unproven
"Numerous Ardmore, Merion, and Wynnewood small businesses received thousands of dollars in relief assistance to weather the pandemic.",UL004623,unproven
"Vitamin D is inexpensive, generally very safe to take, and can be widely scaled.",UL004624,unproven
"The best way to prevent the spread of infections and decrease the risk of getting sick is by washing your hands with plain soap and water,",UL004625,unproven
COVID-19: The immune system can fight back,UL004626,unproven
"Various compounds that have been proposed for the treatment of SARS-CoV-2 are affected by the cytochrome P450 (CYP)-metabolizing system as either substrates, enzyme inhibitors or enzyme inducers.",UL004627,unproven
"there is SARS-CoV-2 RNA in various clinical specimens, suggesting other transmission routes for this virus besides respiratory secretions",UL004628,unproven
person who has recovered from COVID-19 can safely see friends and family again 10 days after a positive test was administered.,UL004629,refutes
"COVID-19 cannot be transmitted in hotter, more humid climates",UL004630,unproven
"Hot peppers in your food, though very tasty, cannot prevent or cure COVID-19.",UL004631,unproven
"""Isopropyl alcohol 70 percent, or isopropyl alcohol 99 percent diluted to 70 percent with purified water, kills organisms by denaturing their proteins.",UL004633,unproven
"camostat mesylate inhibited infection of important target cells - human lung epithelial cells,",UL004634,unproven
The dual-antibody treatment worked best on patients who did not mount an immune system response to the virus.,UL004635,unproven
"In the first in a series of conversations on the science of COVID-19, we learn how the hot weather is affecting the movement of the novel coronavirus.",UL004636,unproven
BCG have reduced the severity of COVID-19,UL004637,unproven
IL-17A helps trigger immune system response during early infection and INF-g combats replication of the virus. Higher levels of the two molecules may be associated with better outcomes in COVID-19 patients,UL004638,unproven
a runaway immune system reaction could be one mechanism behind severe COVID-19 cases.,UL004639,unproven
Vitamin and mineral supplements cannot cure COVID-19,UL004641,unproven
"In many of the sickest patients with COVID-19, it seems the worst damage may be driven by a deranged immune response to the infection, called a cytokine storm, rather than the virus itself.",UL004642,unproven
pets are not able to spread the COVID-19 virus.,UL004643,unproven
phony product to prevent sars-cov-2 - use a silver spray instead of hand sanitizer,UL004644,unproven
Some of the treatment Trump has received isn't even available to the American public.,UL004645,unproven
both SARS-CoV and SARS-CoV-2 also can use lectins to enter the cell,UL004647,unproven
A new drug trial is underway at Stanford to determine if the anti-viral drug favipiravir can treat the four in five cases with mild or moderate symptoms.,UL004648,unproven
A marijuana-smoking habit could also make a person's symptoms with coivd-19 more severe.,UL004650,unproven
"Tea also contains catechins , including ECGC, which act like a cleanup crew against free radicals.",UL004651,unproven
People infected with the coronavirus carry immune cells known as T cells that help the body fight off the infection,UL004652,unproven
"proton pump inhibitors, such as omeprazole and vonoprazan, reduce the infection of cells by SARS-CoV-2",UL004653,unproven
"Nevertheless, COVID-19 deaths are less likely to be confounded by testing capacity since those with severe symptoms are expected to attend the hospital independently of the weather",UL004654,unproven
"In patients with both COVID-19 and cancer, immunotherapy might increase the immune system response, which could already be overactive because of the COVID-19 infection.",UL004655,unproven
The virus is man-made:,UL004656,unproven
"camostat mesylate was active against other coronaviruses, including SARS-CoV.",UL004657,unproven
There is no approved treatment for covid-19,UL004658,unproven
masks might help keep people with COVID-19 from unknowingly passing along the coronavirus. But the evidence for the efficacy of surgical or homemade masks is limited.,UL004659,unproven
"For example, with HIV, the immune system is already being attacked by that human immunodeficiency virus, leaving the body more vulnerable to other infections and diseases (such as the novel coronavirus)",UL004661,unproven
The immune system fight against the coronavirus,UL004662,unproven
Over-the-counter and prescription medication can help alleviate mild to moderate symptoms of COVID-19,UL004663,unproven
The Coronavirus Patients Betrayed by Their Own Immune Systems.,UL004664,unproven
COVID-19 originated in China,UL004665,unproven
covid-19 patients of higher age and with preexisting chronic health conditions are at an increased risk of fatal disease outcome.,UL004666,unproven
animals develope fever as an evolutionary response to infection.,UL004667,supports
"To be effective at killing some types of germs, hand sanitizers need to have a strength of at least 60% alcohol and be used when hands are not visibly dirty or greasy.",UL004668,unproven
Vitamin D Lower Your Risk of COVID-19,UL004670,unproven
"young men with severe COVID-19 had mutations in the gene for a certain cell receptor. This receptor, some researchers suspect, grows scarcer as we age.",UL004671,unproven
having serious COVID-19 symptoms and taking medications to treat the disease may have negative effects on the liver.,UL004672,unproven
both SARS-CoV and SARS-CoV-2 also can use lectins to enter the cell,UL004673,unproven
"Spread of the virus happens when an infected person coughs, sneezes, or talks, and droplets from their mouth or nose are launched into the air and land in the mouths or noses of people nearby. The droplets can also be inhaled into the lungs.",UL004674,unproven
both SARS-CoV and SARS-CoV-2 also can use lectins to enter the cell,UL004675,unproven
Coronavirus can not linger in the body after people recover.,UL004678,unproven
People infected with the coronavirus carry immune cells known as T cells that help the body fight off the infection,UL004679,unproven
Coronavirus may linger in the body for weeks after people recover.,UL004680,unproven
"COVID-19 cannot be transmitted in hotter, more humid climates",UL004681,unproven
Other research has observed high rates of vitamin D deficiency in people with COVID-19 who experienced acute respiratory failure.,UL004682,unproven
"long-term exposure to PM2.5 air pollution, produced by sources including wildfires, power plants and vehicles, may make the coronavirus particularly deadly.",UL004683,unproven
Obesity Ups Severe COVID-19 Risk in Young Patients,UL004684,unproven
phony product to prevent sars-cov-2 - use a silver spray instead of hand sanitizer,UL004685,unproven
The virus that causes COVID-19 can remain more stable plastic,UL004686,refutes
"camostat mesylate is a drug that may work to combat COVID-19, the disease caused by the SARS-CoV-2 coronavirus.",UL004687,unproven
"Whilethe lopinavir-ritonavir-, hydroxychloroquine sulfate-, or emtricitabine-tenofovirtreated group exhibited lower overall clinical scores than the phosphate-buffered saline (PBS)-treated control group, the virus titers in nasal washes, stool specimens,and respiratory tissues were similar between all three antiviral-candidate-treated groups and the PBS-treated control group.",UL004688,unproven
There currently isn't a vaccine against developing COVID-19. Antibiotics are also ineffective because COVID-19 is a viral infection and not bacterial.,UL004690,unproven
T cells may help COVID-19 patients - and people never exposed to the virus,UL004691,unproven
Restaurants are facing their next big challenge under COVID-19: winter weather,UL004692,unproven
Infection by the new corona virus strain SARS-CoV-2 and its related syndrome COVID-19 has caused several hundreds of thousands of deaths worldwide.,UL004693,unproven
The coronavirus can impact the heart muscle long after diagnosis. Long-term COVID-19.,UL004694,unproven
"Although there have not been reports of pets or other animals becoming sick with 2019-nCoV, several types of coronaviruses can cause illness in animals and spread between animals and people.",UL004695,unproven
"When infected with the SARS-CoV-2 coronavirus, many people experience mild and moderate symptoms, but for some people infection can be severe or fatal.",UL004696,unproven
Early Symptoms Of COVID-19 Initial reports stated that COVID-19 symptoms usually take two to 10 days to appear after contracting the virus.,UL004698,unproven
immune system response varies between patients,UL004699,unproven
The rate of coronavirus cases per capita is still much higher among younger people than older ones,UL004700,unproven
"COVID-19 disease, caused by SARS-CoV-2, is known to have three phases of the disease, that of early infection, the lung phase, and the severe hyperinflammatory phase. However, SARS-CoV-2 is not only a lung-tropic virus but also infects the gut cells and vascular endothelium.",UL004701,unproven
Humans can not infect other animals with the Covid-19 virus.,UL004702,unproven
"Some people should not wear face coverings, such as children under 3 and people with breathing difficulties.",UL004703,unproven
"There is no evidence that dogs or cats can spread COVID-19 to humans, but there are a few precautions to take.",UL004705,unproven
hand sanitizers won't protect you against covid-19,UL004706,unproven
Crowded areas will increase covid-19 transmission risk.,UL004707,unproven
IL-17A helps trigger immune system response during early infection and INF-g combats replication of the virus. Higher levels of the two molecules may be associated with better outcomes in COVID-19 patients,UL004708,unproven
Both vitamin C and vitamin D have been implicated in boosting immune response.,UL004710,unproven
"many patients hospitalized with the coronavirus, the immune system is threatened by a depletion of certain essential cells, suggesting eerie parallels with HIV.",UL004711,unproven
"The best way to prevent the spread of infections and decrease the risk of getting sick is by washing your hands with plain soap and water,",UL004712,unproven
Only older adults and young people are at risk of coronavirus,UL004713,unproven
"coronavirus started at some point before December 2019 in Wuhan, but COVID-19 doesn't come the Wuhan wet market that was initially blamed for the outbreak.",UL004714,unproven
Diabetes more than doubles a person's risk of dying from coronavirus,UL004715,unproven
"But Tylenol isn't risk-free, either. It can damage the liver in high doses.",UL004717,unproven
"A cytokine storm becomes an all-too-frequent phenomenon, particularly among the young. But treatments are being tested.",UL004718,unproven
A COVID-19 vaccine is a biotechnology product intended to provide acquired immunity against coronavirus disease 2019 (COVID-19).,UL004719,unproven
"hydroxychloroquine may cause direct myocardial toxicity and worsen cardiomyopathy, a problem that can lead to heart failure.",UL004720,unproven
"If somebody is only going to use headache as a trigger to go get tested for COVID-19, that headache should be something that either is a headache that's new for them or that is sticking around a bit longer than they are used to   or it's associated with another symptom that may also be subtle, like fatigue or feeling kind of worn out",UL004721,unproven
"As several FDA-approved or repurposed drugs are being tested as antiviral candidates at clinics without sufficient information, rapid preclinical animal studies should proceed to identify therapeutic drug candidates with strong antiviral potential and high safety prior to a human efficacy trial.",UL004722,refutes
transmission from surfaces is much lower risk than person to person.,UL004724,unproven
The virus is man-made:,UL004725,unproven
"Another difference between COVID-19 and the flu, according to the CDC, are the fatality rates.",UL004726,unproven
Crowded areas will increase covid-19 transmission risk.,UL004727,unproven
"Researchers found that compared to a common strain of the flu, the new coronavirus remained active longer on all surfaces, including skin",UL004728,unproven
"The chance of your pet catching the coronavirus from you or another pet in the neighborhood is low,",UL004729,unproven
"For example, with HIV, the immune system is already being attacked by that human immunodeficiency virus, leaving the body more vulnerable to other infections and diseases (such as the novel coronavirus)",UL004731,unproven
Coronaviruses are separate from influenza viruses.,UL004732,unproven
The likelihood of shoes spreading COVID-19 is very low,UL004733,unproven
Pixatimod is active in lab studies against SARS-CoV-2,UL004734,refutes
T cells may help COVID-19 patients - and people never exposed to the virus,UL004735,unproven
"Coronavirus, which causes the respiratory illness COVID-19, has morphed into a global pandemic.",UL004736,unproven
The coronavirus was not engineered in a lab,UL004737,unproven
"In patients with both COVID-19 and cancer, immunotherapy might increase the immune system response, which could already be overactive because of the COVID-19 infection.",UL004738,unproven
"low coverage cloth face masks made of 100% cotton, scarf, pillowcase, antimicrobial pillowcase, silk, linen, tea towel, or vacuum bag, present marginal/reasonable protection against particles while high coverage cloth masks provide high protection.",UL004739,unproven
"The chance of your pet catching the coronavirus from you or another pet in the neighborhood is low,",UL004740,unproven
"Another 2,034 coronavirus cases were reported in North Carolina on Friday, the second straight day the state has topped 2,000 new cases.",UL004741,unproven
"No, a CDC-WHO study does not prove that masks do not prevent spread of COVID-19",UL004742,unproven
You may have heard that coronaviruses can infect animals and wondered whether your pets could get COVID-19 -- or pass the virus to you.,UL004745,unproven
Everyone who get the coronavirus will die,UL004746,unproven
"SARS-CoV-2, the virus responsible for COVID-19, originated from wild animals (likely bats) in China.",UL004747,unproven
Symptoms of COVID-19 can range from mild symptoms to severe illness and death.,UL004748,unproven
"With the so-called neutrophils and the monocytes we have found that these immune cells are activated, i.e. ready to defend the patient against COVID-19 in the case of mild disease courses.",UL004749,unproven
"Various compounds that have been proposed for the treatment of SARS-CoV-2 are affected by the cytochrome P450 (CYP)-metabolizing system as either substrates, enzyme inhibitors or enzyme inducers.",UL004750,unproven
Nanotech May Help Fight 'Cytokine Storm' of COVID,UL004751,unproven
cloth face masks are not effective in preventing the spread of COVID-19,UL004753,refutes
"if your immune system is string, covid-19 can not harm your body",UL004754,refutes
The coronavirus that causes COVID-19 mainly spreads from person to person.,UL004755,unproven
"At this time, there is no evidence of transmission of the COVID-19 virus, a respiratory virus, through food or food packaging",UL004756,unproven
"Researchers found that compared to a common strain of the flu, the new coronavirus remained active longer on all surfaces, including skin",UL004757,unproven
The Food and Drug Administration (FDA) have now withdrawn the emergency use of hydroxychloroquine for COVID-19 treatment.,UL004758,refutes
A new drug trial is underway at Stanford to determine if the anti-viral drug favipiravir can treat the four in five cases with mild or moderate symptoms.,UL004760,unproven
"Data has shown that the virus that causes coronavirus disease 2019 (COVID-19) mainly spreads from person to person among those in close contact (within about 6 feet, or 2 meters).",UL004761,unproven
"Patients with a history of a bone marrow transplant are at higher risk, too, because their immune system would be suppressed long-term.",UL004762,unproven
"For example, with HIV, the immune system is already being attacked by that human immunodeficiency virus, leaving the body more vulnerable to other infections and diseases (such as the novel coronavirus)",UL004763,unproven
the imune system alone can not fight against covid-19,UL004764,unproven
Vitamin D might lower the risk of viral respiratory tract infections like COVID-19,UL004765,supports
"You can get the COVID-19 virus in sunny, hot and humid weather.",UL004766,unproven
But wearing a mask is not a substitute for physical distancing. Staying at least 6 feet apart from others while in public is still the most important tool to stopping the spread of the virus (SARS-CoV-2).,UL004767,unproven
IL-17A helps trigger immune system response during early infection and INF-g combats replication of the virus. Higher levels of the two molecules may be associated with better outcomes in COVID-19 patients,UL004768,unproven
cancer patients are highly vulnerable to COVID-19.,UL004769,unproven
Coronavirus can harm your body even if you're asymptomatic,UL004770,unproven
"Coronavirus is most likely to spread from person to person, when we come into close contact with one another.",UL004772,refutes
"In many patients hospitalized with the coronavirus, the immune system is threatened by a depletion of certain essential cells, suggesting eerie parallels with H.I.V.",UL004773,unproven
"Masks should NOT be worn by children younger than two, people who have trouble breathing, or people who cannot remove the mask without assistance",UL004774,unproven
Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) rapidly spread around the globe after its emergence in Wuhan in December 2019.,UL004775,refutes
The COVID-19 virus can spread in hot and humid climates,UL004777,unproven
long-term exposure to PM2.5 air pollution may spread the coronavirus,UL004778,unproven
COVID-19 is not the common cold (nor is it the flu) and science is still trying to understand how the coronavirus operates.,UL004780,unproven
The immune system fight against the coronavirus,UL004781,unproven
snow kills coronavirus 2019.,UL004782,unproven
COVID-19: The immune system can fight back,UL004783,unproven
The rate of coronavirus cases per capita is still much higher among younger people than older ones,UL004784,unproven
sudden death among some severe patients with improved symptoms post-treatment may be caused by severe arrhythmia such as ventricular fibrillation induced by severe sinus delay.,UL004785,unproven
"As several FDA-approved or repurposed drugs are being tested as antiviral candidates at clinics without sufficient information, rapid preclinical animal studies should proceed to identify therapeutic drug candidates with strong antiviral potential and high safety prior to a human efficacy trial.",UL004786,refutes
"COVID symptoms include a high fever, a new cough, and loss of smell and taste",UL004788,refutes
"The virus that causes COVID-19 spreads mainly from person to person, typically through respiratory droplets from coughing, sneezing, or talking",UL004789,unproven
Vitamin D might lower the risk of viral respiratory tract infections like COVID-19,UL004790,supports
disposable ear loop masks do not provide any protection against the novel coronavirus.,UL004791,unproven
"While the influenza A virus only survived for about 1.8 hours on skin, COVID-19 lived on for about 9 hours",UL004792,unproven
"Vitamin and minerals that can help with coronavirus if you're not getting enough Vitamin D Vitamin D supplements, taken daily in moderate doses, may help to reduce the risk of respiratory infections and viruses such as influenza A in children and adults who are deficient (< 20 ng/mL) or severely deficient (< 10 ng/mL) in vitamin D",UL004793,unproven
"As several FDA-approved or repurposed drugs are being tested as antiviral candidates at clinics without sufficient information, rapid preclinical animal studies should proceed to identify therapeutic drug candidates with strong antiviral potential and high safety prior to a human efficacy trial.",UL004794,refutes
COVID-19 can unfortunately be fatal for those with suppressed immune systems.,UL004795,unproven
"A fever, cough, and shortness of breath are still the more common signs of COVID-19",UL004796,unproven
COVID-19 is a seasonal disease,UL004797,unproven
reinfection can not occur after recovering from an initial bout of COVID-19.,UL004798,unproven
The invisible light can kill viruses and pathogens like the one that causes COVID-19,UL004800,unproven
My advice would be to take those vitamin K supplements to cure covid-19,UL004801,unproven
The virus that causes coronavirus disease 2019 (COVID-19) is stable for several hours to days in aerosols and on surfaces,UL004802,unproven
in vivo preclinical results with favipiravir which indicate that antiviral efficacy against SARS-CoV-2 might only be achieved with a very high dose.,UL004804,unproven
It's very important to do what you can to reduce the risk of you and other people getting ill with coronavirus.,UL004805,unproven
having serious COVID-19 symptoms and taking medications to treat the disease may have negative effects on the liver.,UL004806,unproven
"For people with severe illness, recovery can take up to six weeks - or longer",UL004807,unproven
"hand sanitizer is antibacterial, covid-19 is a virus. sanitizer will do nothing for the covid-19",UL004809,unproven
immunity to the new coronavirus may last at least that long.,UL004810,unproven
Pets can't spread COVID-19,UL004811,unproven
Coronavirus can harm your body even if you're asymptomatic,UL004812,unproven
"Coronavirus Can Linger in Air for Hours, CDC Says Oct 6, 2020, 1:34 pm EDT The CDC updates its guidance on coronavirus. Here's the latest on how the deadly virus can spread.",UL004813,refutes
"Coronavirus Origin ""When you look at the genetic sequence of the virus, and you match it up with every known coronavirus, the closest relatives are from bats",UL004814,unproven
Crowded areas will increase covid-19 transmission risk.,UL004816,unproven
using Vitamin D can prevent or lessen the impact of Covid-19,UL004817,unproven
"Your normal body temperature remains the same, regardless of the temperature of your bath or shower.",UL004818,unproven
COVID-19 come the Wuhan wet market that was initially blamed for the outbreak.,UL004819,refutes
immune system response varies between patients,UL004820,unproven
There are many types of coronaviruses,UL004821,unproven
The COVID-19 come up from the Wuhan Lab,UL004822,supports
Travel increases your chances of getting and spreading COVID-19.,UL004823,unproven
WH conducted a detailed survey into how coronavirus has impacted people mentally.,UL004824,unproven
"The best ways to protect yourself from COVID-19 are to wash your hands, keep your distance from other people, wear a mask when you are outside your home or can't keep your distance from others, clean and disinfect frequently touched surfaces, and avoid crowded indoor spaces.",UL004825,unproven
Most people will experience a mild case with a 2-week recovery.,UL004826,unproven
"Not only does COVID-19 spread by contact with contaminated surfaces, but new research finds that weather can influence how long the virus survives.",UL004827,unproven
Nanotech May Help Fight 'Cytokine Storm' of COVID,UL004829,unproven
"Vitamin and minerals that can help with coronavirus if you're not getting enough Vitamin D Vitamin D supplements, taken daily in moderate doses, may help to reduce the risk of respiratory infections and viruses such as influenza A in children and adults who are deficient (< 20 ng/mL) or severely deficient (< 10 ng/mL) in vitamin D",UL004830,unproven
"There is no evidence that viruses can spread to people or other animals from a pet's skin, fur or hair.",UL004831,unproven
"severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) can live in aerosols for up to three hours, up to four hours on copper, up to 24 hours on cardboard and up to two to three days on plastic and stainless steel.",UL004832,unproven
Some HIV patients with 'powerful immune systems' may naturally clear HIV infections,UL004833,refutes
"[COVID-19] is an organic infection that is based on a living viral agent,. It's not something you can link with any kind of technology.",UL004834,refutes
Coronavirus may linger in the body for weeks after people recover.,UL004836,unproven
"if your immune system is string, covid-19 can not harm your body",UL004837,refutes
immune system protects us against the invader and can even be helpful for its therapy. But sometimes it can turn against us.,UL004838,unproven
"Whilethe lopinavir-ritonavir-, hydroxychloroquine sulfate-, or emtricitabine-tenofovirtreated group exhibited lower overall clinical scores than the phosphate-buffered saline (PBS)-treated control group, the virus titers in nasal washes, stool specimens,and respiratory tissues were similar between all three antiviral-candidate-treated groups and the PBS-treated control group.",UL004839,unproven
The likelihood of shoes spreading COVID-19 is very low,UL004841,unproven
"mong Covid-19 patients in the study, those with extreme obesity - defined as a B.M.I. of 40 or more - were at nearly three times greater risk of dying than those of normal weight",UL004842,unproven
"Once symptoms appear, some early signs should be treated with more caution than others.",UL004844,unproven
COVID-19: The immune system can fight back,UL004845,unproven
the time between exposure and the onset of covid-19 symptoms-is anywhere between two to 14 days.,UL004846,unproven
nearly 90% of patients hospitalized with coronavirus (COVID-19) had one or more underlying health conditions.,UL004847,unproven
"Coronaviruses, like the one that causes COVID-19, are thought to spread mostly person-to-person through respiratory droplets when someone coughs, sneezes, or talks",UL004848,unproven
The discovery of angiotensin converting enzyme-2 (ACE-2) as the receptor for SARS- CoV-2 (Severe Acute Respiratory Syndrome Coronavirus-2) has implicated the renin-angiotensin-aldosterone system in acute respiratory distress syndrome (ARDS) and respiratory failure in patients with coronavirus disease-19 (COVID-19).,UL004849,supports
"A cytokine storm becomes an all-too-frequent phenomenon, particularly among the young. But treatments are being tested.",UL004850,unproven
Pixatimod is active in lab studies against SARS-CoV-2,UL004851,refutes
Coronavirus (COVID-19) live map tracker from Microsoft Bing,UL004852,unproven
"The best way to prevent the spread of infections and decrease the risk of getting sick is by washing your hands with plain soap and water,",UL004853,unproven
"In many of the sickest patients with COVID-19, it seems the worst damage may be driven by a deranged immune response to the infection, called a cytokine storm, rather than the virus itself.",UL004854,unproven
"Several new and repurposed drugs are being tested for their effectiveness in the treatment regime, and the development of vaccines is underway.",UL004856,unproven
COVID-19 is not the common cold (nor is it the flu) and science is still trying to understand how the coronavirus operates.,UL004857,unproven
Most people who get COVID-19 recover from it,UL004858,unproven
"Face masks (all types confounded, and worn by both the healthy and the sick) may reduce the daily growth rate of COVID-19 infections",UL004859,unproven
"Hospitals get paid more if patients are listed as COVID-19, and on ventilators",UL004860,unproven
"Obesity, particularly in young people, was an additional risk factor.",UL004861,supports
COVID-19 symptoms can sometimes persist for months,UL004863,unproven
The virus is man-made:,UL004864,unproven
Coronaviruses are transmitted between humans and animals -- that's the zoo in zoonotic.,UL004865,unproven
"many patients hospitalized with the coronavirus, the immune system is threatened by a depletion of certain essential cells, suggesting eerie parallels with HIV.",UL004866,unproven
"Coronavirus Can Linger in Air for Hours, CDC Says Oct 6, 2020, 1:34 pm EDT The CDC updates its guidance on coronavirus. Here's the latest on how the deadly virus can spread.",UL004867,refutes
the imune system alone can not fight against covid-19,UL004868,unproven
"Coronavirus Origin ""When you look at the genetic sequence of the virus, and you match it up with every known coronavirus, the closest relatives are from bats",UL004870,unproven
"At this point, we don't know enough about coronavirus to understand how it's going to behave over time when the weather warms up.",UL004871,unproven
"Some people with certain medical conditions, such as kidney problems, cannot safely take vitamin D.",UL004872,unproven
"Humans first get a coronavirus from contact with animals. Then, it can spread from human to human.",UL004873,unproven
The coronavirus may have been leaked from the Wuhan Institute of Virology,UL004875,refutes
A combination of two existing drugs is highly effective against SARS-CoV-2 in cell cultures.,UL004876,refutes
isolation during the pandemic may worsen or trigger mental health problems,UL004877,unproven
The results of a trial that found dexamethasone reduced the risk of death in extremely ill coronavirus patients,UL004878,unproven
The coronavirus can live for hours to days on surfaces like countertops and doorknobs. How long it survives depends on the material the surface is made from.,UL004879,unproven
